,Location type,ParentLocation,PM25 Value,Average PM25
624,Country,Eastern Mediterranean,40.25,23.53843492063492
625,Country,Africa,40.41,23.53843492063492
626,Country,Africa,40.53,23.53843492063492
627,Country,Africa,40.58,23.53843492063492
628,Country,Africa,40.74,23.53843492063492
629,Country,Europe,40.94,23.53843492063492
630,Country,Europe,40.98,23.53843492063492
631,Country,Africa,41.15,23.53843492063492
632,Country,Western Pacific,41.3,23.53843492063492
633,Country,Africa,41.4,23.53843492063492
634,Country,Western Pacific,41.42,23.53843492063492
635,Country,South-East Asia,41.46,23.53843492063492
636,Country,Eastern Mediterranean,41.61,23.53843492063492
637,Country,Eastern Mediterranean,41.66,23.53843492063492
638,Country,Eastern Mediterranean,41.75,23.53843492063492
639,Country,South-East Asia,41.8,23.53843492063492
640,Country,Africa,41.88,23.53843492063492
641,Country,Africa,41.98,23.53843492063492
642,Country,Africa,42.18,23.53843492063492
643,Country,Africa,42.38,23.53843492063492
644,Country,South-East Asia,42.47,23.53843492063492
645,Country,Africa,42.65,23.53843492063492
646,Country,Eastern Mediterranean,42.89,23.53843492063492
647,Country,Eastern Mediterranean,42.96,23.53843492063492
648,Country,Africa,42.97,23.53843492063492
649,Country,Eastern Mediterranean,43.04,23.53843492063492
650,Country,Africa,43.32,23.53843492063492
651,Country,Africa,43.37,23.53843492063492
652,Country,Europe,43.49,23.53843492063492
653,Country,Africa,43.5,23.53843492063492
654,Country,Eastern Mediterranean,43.87,23.53843492063492
655,Country,South-East Asia,43.93,23.53843492063492
656,Country,Africa,44.35,23.53843492063492
657,Country,Europe,44.55,23.53843492063492
658,Country,Africa,45.06,23.53843492063492
659,Country,Africa,45.36,23.53843492063492
660,Country,South-East Asia,45.39,23.53843492063492
661,Country,Africa,45.42,23.53843492063492
662,Country,Eastern Mediterranean,45.44,23.53843492063492
663,Country,South-East Asia,45.63,23.53843492063492
664,Country,South-East Asia,45.99,23.53843492063492
665,Country,Africa,46.04,23.53843492063492
666,Country,Africa,46.04,23.53843492063492
667,Country,Africa,46.58,23.53843492063492
668,Country,Europe,46.63,23.53843492063492
669,Country,Eastern Mediterranean,46.73,23.53843492063492
670,Country,South-East Asia,46.85,23.53843492063492
671,Country,Africa,48.51,23.53843492063492
672,Country,Eastern Mediterranean,48.52,23.53843492063492
673,Country,Africa,48.67,23.53843492063492
674,Country,South-East Asia,49.95,23.53843492063492
675,Country,Europe,5.06,23.53843492063492
676,Country,Americas,5.2,23.53843492063492
677,Country,Americas,5.2,23.53843492063492
678,Country,Americas,5.2,23.53843492063492
679,Country,Americas,5.2,23.53843492063492
680,Country,Europe,5.33,23.53843492063492
681,Country,Western Pacific,5.47,23.53843492063492
682,Country,Europe,5.47,23.53843492063492
683,Country,Americas,5.52,23.53843492063492
684,Country,Europe,5.56,23.53843492063492
685,Country,Europe,5.79,23.53843492063492
686,Country,Europe,5.79,23.53843492063492
687,Country,Europe,5.83,23.53843492063492
688,Country,Europe,5.96,23.53843492063492
689,Country,Eastern Mediterranean,50.02,23.53843492063492
690,Country,South-East Asia,50.12,23.53843492063492
691,Country,Eastern Mediterranean,50.13,23.53843492063492
692,Country,Africa,50.15,23.53843492063492
693,Country,South-East Asia,50.17,23.53843492063492
694,Country,Africa,50.42,23.53843492063492
695,Country,Europe,50.58,23.53843492063492
696,Country,Western Pacific,50.62,23.53843492063492
697,Country,Africa,50.75,23.53843492063492
698,Country,Africa,51.29,23.53843492063492
699,Country,Africa,51.29,23.53843492063492
700,Country,Eastern Mediterranean,51.38,23.53843492063492
701,Country,Eastern Mediterranean,51.59,23.53843492063492
702,Country,Eastern Mediterranean,51.59,23.53843492063492
703,Country,Eastern Mediterranean,51.82,23.53843492063492
704,Country,Eastern Mediterranean,51.84,23.53843492063492
705,Country,South-East Asia,53.03,23.53843492063492
706,Country,Eastern Mediterranean,53.16,23.53843492063492
707,Country,Eastern Mediterranean,53.18,23.53843492063492
708,Country,Africa,53.31,23.53843492063492
709,Country,Europe,53.65,23.53843492063492
710,Country,Europe,53.85,23.53843492063492
711,Country,Africa,54.01,23.53843492063492
712,Country,Africa,54.06,23.53843492063492
713,Country,Eastern Mediterranean,54.52,23.53843492063492
714,Country,Africa,54.56,23.53843492063492
715,Country,Africa,54.63,23.53843492063492
716,Country,Africa,54.7,23.53843492063492
717,Country,Eastern Mediterranean,54.93,23.53843492063492
718,Country,Africa,55.33,23.53843492063492
719,Country,Africa,55.52,23.53843492063492
720,Country,South-East Asia,55.57,23.53843492063492
721,Country,Africa,55.64,23.53843492063492
722,Country,Eastern Mediterranean,56.0,23.53843492063492
723,Country,Africa,56.02,23.53843492063492
724,Country,Eastern Mediterranean,56.22,23.53843492063492
725,Country,Africa,56.37,23.53843492063492
726,Country,Africa,56.48,23.53843492063492
727,Country,Eastern Mediterranean,56.48,23.53843492063492
728,Country,Europe,56.8,23.53843492063492
729,Country,Eastern Mediterranean,57.0,23.53843492063492
730,Country,Eastern Mediterranean,57.16,23.53843492063492
731,Country,Western Pacific,58.21,23.53843492063492
732,Country,Eastern Mediterranean,59.04,23.53843492063492
733,Country,Eastern Mediterranean,59.27,23.53843492063492
734,Country,Africa,59.53,23.53843492063492
735,Country,Eastern Mediterranean,59.96,23.53843492063492
736,Country,Europe,6.03,23.53843492063492
737,Country,Europe,6.03,23.53843492063492
738,Country,Europe,6.07,23.53843492063492
739,Country,Americas,6.16,23.53843492063492
740,Country,Europe,6.2,23.53843492063492
741,Country,Europe,6.21,23.53843492063492
742,Country,Europe,6.3,23.53843492063492
743,Country,Europe,6.35,23.53843492063492
744,Country,Americas,6.39,23.53843492063492
745,Country,Europe,6.4,23.53843492063492
746,Country,Europe,6.4,23.53843492063492
747,Country,Americas,6.42,23.53843492063492
748,Country,Europe,6.55,23.53843492063492
749,Country,Europe,6.57,23.53843492063492
750,Country,Europe,6.58,23.53843492063492
751,Country,Europe,6.61,23.53843492063492
752,Country,Europe,6.67,23.53843492063492
753,Country,Americas,6.7,23.53843492063492
754,Country,Europe,6.71,23.53843492063492
755,Country,Western Pacific,6.73,23.53843492063492
756,Country,Western Pacific,6.74,23.53843492063492
757,Country,Western Pacific,6.74,23.53843492063492
758,Country,Western Pacific,6.76,23.53843492063492
759,Country,Western Pacific,6.81,23.53843492063492
760,Country,Western Pacific,6.81,23.53843492063492
761,Country,Western Pacific,6.86,23.53843492063492
762,Country,Americas,6.87,23.53843492063492
763,Country,Western Pacific,6.96,23.53843492063492
764,Country,Europe,6.96,23.53843492063492
765,Country,Africa,60.52,23.53843492063492
766,Country,Eastern Mediterranean,60.54,23.53843492063492
767,Country,Africa,60.7,23.53843492063492
768,Country,Eastern Mediterranean,60.73,23.53843492063492
769,Country,Eastern Mediterranean,60.92,23.53843492063492
770,Country,Eastern Mediterranean,60.94,23.53843492063492
771,Country,Africa,61.63,23.53843492063492
772,Country,Africa,62.02,23.53843492063492
773,Country,Eastern Mediterranean,62.47,23.53843492063492
774,Country,Eastern Mediterranean,62.49,23.53843492063492
775,Country,Europe,62.65,23.53843492063492
776,Country,Eastern Mediterranean,63.16,23.53843492063492
777,Country,Eastern Mediterranean,64.08,23.53843492063492
778,Country,Eastern Mediterranean,64.1,23.53843492063492
779,Country,Eastern Mediterranean,66.42,23.53843492063492
780,Country,Eastern Mediterranean,67.22,23.53843492063492
781,Country,Eastern Mediterranean,67.67,23.53843492063492
782,Country,Western Pacific,7.07,23.53843492063492
783,Country,Americas,7.1,23.53843492063492
784,Country,Americas,7.1,23.53843492063492
785,Country,Western Pacific,7.18,23.53843492063492
786,Country,Americas,7.18,23.53843492063492
787,Country,Europe,7.19,23.53843492063492
788,Country,Western Pacific,7.21,23.53843492063492
789,Country,Western Pacific,7.23,23.53843492063492
790,Country,Americas,7.25,23.53843492063492
791,Country,Europe,7.29,23.53843492063492
792,Country,Europe,7.34,23.53843492063492
793,Country,Western Pacific,7.36,23.53843492063492
794,Country,Western Pacific,7.36,23.53843492063492
795,Country,Western Pacific,7.39,23.53843492063492
796,Country,Western Pacific,7.4,23.53843492063492
797,Country,Western Pacific,7.4,23.53843492063492
798,Country,Western Pacific,7.4,23.53843492063492
799,Country,Americas,7.41,23.53843492063492
800,Country,Europe,7.49,23.53843492063492
801,Country,Europe,7.5,23.53843492063492
802,Country,Western Pacific,7.52,23.53843492063492
803,Country,Western Pacific,7.54,23.53843492063492
804,Country,Western Pacific,7.55,23.53843492063492
805,Country,Western Pacific,7.55,23.53843492063492
806,Country,Americas,7.57,23.53843492063492
807,Country,Americas,7.59,23.53843492063492
808,Country,Western Pacific,7.62,23.53843492063492
809,Country,Americas,7.62,23.53843492063492
810,Country,Americas,7.62,23.53843492063492
811,Country,Europe,7.63,23.53843492063492
812,Country,Western Pacific,7.64,23.53843492063492
813,Country,Western Pacific,7.71,23.53843492063492
814,Country,Western Pacific,7.74,23.53843492063492
815,Country,Western Pacific,7.74,23.53843492063492
816,Country,Europe,7.74,23.53843492063492
817,Country,Americas,7.76,23.53843492063492
818,Country,Western Pacific,7.77,23.53843492063492
819,Country,Western Pacific,7.78,23.53843492063492
820,Country,Western Pacific,7.79,23.53843492063492
821,Country,Europe,7.79,23.53843492063492
822,Country,Western Pacific,7.8,23.53843492063492
823,Country,Western Pacific,7.81,23.53843492063492
824,Country,Western Pacific,7.82,23.53843492063492
825,Country,Europe,7.82,23.53843492063492
826,Country,Western Pacific,7.83,23.53843492063492
827,Country,Western Pacific,7.87,23.53843492063492
828,Country,Western Pacific,7.87,23.53843492063492
829,Country,Americas,7.87,23.53843492063492
830,Country,Western Pacific,7.92,23.53843492063492
831,Country,Western Pacific,7.92,23.53843492063492
832,Country,Western Pacific,7.94,23.53843492063492
833,Country,Europe,7.96,23.53843492063492
834,Country,Western Pacific,7.98,23.53843492063492
835,Country,Western Pacific,7.98,23.53843492063492
836,Country,Americas,7.98,23.53843492063492
837,Country,Europe,7.98,23.53843492063492
838,Country,Eastern Mediterranean,75.19,23.53843492063492
839,Country,Americas,8.05,23.53843492063492
840,Country,Western Pacific,8.07,23.53843492063492
841,Country,Western Pacific,8.07,23.53843492063492
842,Country,Americas,8.08,23.53843492063492
843,Country,Western Pacific,8.12,23.53843492063492
844,Country,Americas,8.12,23.53843492063492
845,Country,Western Pacific,8.13,23.53843492063492
846,Country,Western Pacific,8.13,23.53843492063492
847,Country,Western Pacific,8.14,23.53843492063492
848,Country,Western Pacific,8.14,23.53843492063492
849,Country,Europe,8.2,23.53843492063492
850,Country,Americas,8.22,23.53843492063492
851,Country,Americas,8.24,23.53843492063492
852,Country,Europe,8.28,23.53843492063492
853,Country,Americas,8.3,23.53843492063492
854,Country,Western Pacific,8.31,23.53843492063492
855,Country,Western Pacific,8.38,23.53843492063492
856,Country,Americas,8.38,23.53843492063492
857,Country,Americas,8.38,23.53843492063492
858,Country,Western Pacific,8.42,23.53843492063492
859,Country,Americas,8.42,23.53843492063492
860,Country,Americas,8.42,23.53843492063492
861,Country,Europe,8.43,23.53843492063492
862,Country,Americas,8.46,23.53843492063492
863,Country,Americas,8.48,23.53843492063492
864,Country,Americas,8.51,23.53843492063492
865,Country,Europe,8.52,23.53843492063492
866,Country,Western Pacific,8.54,23.53843492063492
867,Country,Americas,8.6,23.53843492063492
868,Country,Western Pacific,8.61,23.53843492063492
869,Country,Europe,8.66,23.53843492063492
870,Country,Europe,8.68,23.53843492063492
871,Country,Western Pacific,8.69,23.53843492063492
872,Country,Western Pacific,8.7,23.53843492063492
873,Country,Europe,8.7,23.53843492063492
874,Country,Europe,8.74,23.53843492063492
875,Country,Western Pacific,8.78,23.53843492063492
876,Country,Western Pacific,8.78,23.53843492063492
877,Country,Europe,8.8,23.53843492063492
878,Country,Europe,8.81,23.53843492063492
879,Country,Europe,8.83,23.53843492063492
880,Country,Americas,8.88,23.53843492063492
881,Country,Europe,8.88,23.53843492063492
882,Country,Europe,8.88,23.53843492063492
883,Country,Europe,8.88,23.53843492063492
884,Country,Western Pacific,8.89,23.53843492063492
885,Country,Europe,8.89,23.53843492063492
886,Country,Western Pacific,8.93,23.53843492063492
887,Country,Western Pacific,8.93,23.53843492063492
888,Country,Americas,8.94,23.53843492063492
889,Country,Americas,8.94,23.53843492063492
890,Country,Europe,8.97,23.53843492063492
891,Country,Americas,8.98,23.53843492063492
892,Country,Eastern Mediterranean,84.04,23.53843492063492
893,Country,Americas,9.0,23.53843492063492
894,Country,Europe,9.0,23.53843492063492
895,Country,Europe,9.08,23.53843492063492
896,Country,Western Pacific,9.08,23.53843492063492
897,Country,Western Pacific,9.09,23.53843492063492
898,Country,Western Pacific,9.09,23.53843492063492
899,Country,Americas,9.09,23.53843492063492
900,Country,Europe,9.11,23.53843492063492
901,Country,Western Pacific,9.12,23.53843492063492
902,Country,Europe,9.14,23.53843492063492
903,Country,Americas,9.19,23.53843492063492
904,Country,Western Pacific,9.19,23.53843492063492
905,Country,Europe,9.21,23.53843492063492
906,Country,Europe,9.21,23.53843492063492
907,Country,Europe,9.21,23.53843492063492
908,Country,Western Pacific,9.24,23.53843492063492
909,Country,Europe,9.25,23.53843492063492
910,Country,Europe,9.25,23.53843492063492
911,Country,Europe,9.31,23.53843492063492
912,Country,Europe,9.34,23.53843492063492
913,Country,Americas,9.35,23.53843492063492
914,Country,Europe,9.39,23.53843492063492
915,Country,Americas,9.41,23.53843492063492
916,Country,Western Pacific,9.51,23.53843492063492
917,Country,Americas,9.51,23.53843492063492
918,Country,Americas,9.51,23.53843492063492
919,Country,Europe,9.52,23.53843492063492
920,Country,Americas,9.57,23.53843492063492
921,Country,Europe,9.57,23.53843492063492
922,Country,Europe,9.66,23.53843492063492
923,Country,Western Pacific,9.67,23.53843492063492
924,Country,Europe,9.68,23.53843492063492
925,Country,Americas,9.69,23.53843492063492
926,Country,Europe,9.71,23.53843492063492
927,Country,Europe,9.72,23.53843492063492
928,Country,Europe,9.77,23.53843492063492
929,Country,Americas,9.78,23.53843492063492
930,Country,Americas,9.79,23.53843492063492
931,Country,Western Pacific,9.8,23.53843492063492
932,Country,Americas,9.83,23.53843492063492
933,Country,Americas,9.83,23.53843492063492
934,Country,Americas,9.84,23.53843492063492
935,Country,Americas,9.84,23.53843492063492
936,Country,Europe,9.85,23.53843492063492
937,Country,Europe,9.85,23.53843492063492
938,Country,Europe,9.85,23.53843492063492
939,Country,Europe,9.86,23.53843492063492
940,Country,Europe,9.87,23.53843492063492
941,Country,Africa,9.89,23.53843492063492
942,Country,Europe,9.91,23.53843492063492
943,Country,Europe,9.96,23.53843492063492
944,Country,Western Pacific,9.98,23.53843492063492
945,Country,Europe,10.01,23.53843492063492
946,Country,Africa,10.02,23.53843492063492
947,Country,Europe,10.02,23.53843492063492
948,Country,Americas,10.04,23.53843492063492
949,Country,Americas,10.04,23.53843492063492
950,Country,Europe,10.07,23.53843492063492
951,Country,Europe,10.08,23.53843492063492
952,Country,Europe,10.08,23.53843492063492
953,Country,Europe,10.09,23.53843492063492
954,Country,Americas,10.23,23.53843492063492
955,Country,Americas,10.25,23.53843492063492
956,Country,Europe,10.27,23.53843492063492
957,Country,Europe,10.28,23.53843492063492
958,Country,Europe,10.28,23.53843492063492
959,Country,Americas,10.31,23.53843492063492
960,Country,Americas,10.31,23.53843492063492
961,Country,Europe,10.33,23.53843492063492
962,Country,Americas,10.36,23.53843492063492
963,Country,Americas,10.39,23.53843492063492
964,Country,Americas,10.4,23.53843492063492
965,Country,Americas,10.41,23.53843492063492
966,Country,Africa,10.45,23.53843492063492
967,Country,Africa,10.45,23.53843492063492
968,Country,Americas,10.47,23.53843492063492
969,Country,Africa,10.47,23.53843492063492
970,Country,Europe,10.49,23.53843492063492
971,Country,Europe,10.52,23.53843492063492
